title,id,time,taxonomy_name,type_of_entry,type_of_taxonomy,temporalEntities,entitiesNumber
fieldnote with no title,17011,2020-01-08T13:25:34,Scale,fieldnote,keywords,[],0
fieldnote with no title,17014,2020-01-08T12:46:52,Engineering,fieldnote,keywords,[],0
fieldnote with no title,17014,2020-01-08T12:46:52,Human-environment relations,fieldnote,keywords,[],0
fieldnote with no title,17017,2020-01-08T15:12:31,Agriculture,fieldnote,keywords,[],0
fieldnote with no title,17017,2020-01-08T15:12:31,Environmental Justice,fieldnote,keywords,[],0
fieldnote with no title,17017,2020-01-08T15:12:31,Migration,fieldnote,keywords,[],0
fieldnote with no title,18114,2020-01-07T16:34:54,Aesthetics,fieldnote,keywords,[],0
fieldnote with no title,18114,2020-01-07T16:34:54,Care,fieldnote,keywords,[],0
fieldnote with no title,18114,2020-01-07T16:34:54,Landscape,fieldnote,keywords,[],0
fieldnote with no title,18114,2020-01-07T16:34:54,Water,fieldnote,keywords,[],0
fieldnote with no title,18117,2020-01-07T13:06:15,Big data,fieldnote,keywords,[],0
fieldnote with no title,18117,2020-01-07T13:06:15,Biodiversity,fieldnote,keywords,[],0
fieldnote with no title,18117,2020-01-07T13:06:15,Education,fieldnote,keywords,[],0
fieldnote with no title,18121,2020-01-08T11:25:08,Architecture,fieldnote,keywords,[],0
fieldnote with no title,18121,2020-01-08T11:25:08,Ecomodernism,fieldnote,keywords,[],0
fieldnote with no title,18124,2020-01-08T15:34:31,Architecture,fieldnote,keywords,[],0
fieldnote with no title,18124,2020-01-08T15:34:31,Human-environment relations,fieldnote,keywords,[],0
fieldnote with no title,18124,2020-01-08T15:34:31,Imaginary,fieldnote,keywords,[],0
fieldnote with no title,18124,2020-01-08T15:34:31,Model,fieldnote,keywords,[],0
fieldnote with no title,18124,2020-01-08T15:34:31,Participatory governance,fieldnote,keywords,[],0
fieldnote with no title,18127,2020-01-08T14:44:54,Landscape,fieldnote,keywords,[],0
fieldnote with no title,18130,2020-01-09T17:56:39,Architecture,fieldnote,keywords,[],0
fieldnote with no title,18130,2020-01-09T17:56:39,Habits,fieldnote,keywords,[],0
A Scattered World View: Anthropogenic Visions Developed by Participants’ Assignments,22785,2014-11-23T09:32:20,Climate change,project,keywords,[],0
A Scattered World View: Anthropogenic Visions Developed by Participants’ Assignments,22785,2014-11-23T09:32:20,Landscape,project,keywords,[],0
A Scattered World View: Anthropogenic Visions Developed by Participants’ Assignments,22785,2014-11-23T09:32:20,Scale,project,keywords,[],0
A Scattered World View: Anthropogenic Visions Developed by Participants’ Assignments,22785,2014-11-23T09:32:20,Waste,project,keywords,[],0
After Extraction: A Partical Political Ecology of Central Illinois,21272,2020-03-10T12:38:30,Landscape,project,keywords,['about one hundred years'],1
After Extraction: A Partical Political Ecology of Central Illinois,21272,2020-03-10T12:38:30,Settler Colonialism,project,keywords,['about one hundred years'],1
Amongst Relatives,21244,2020-03-10T10:09:55,Agriculture,project,keywords,[],0
Amongst Relatives,21244,2020-03-10T10:09:55,Indigenous Rights,project,keywords,[],0
Amongst Relatives,21244,2020-03-10T10:09:55,Settler Colonialism,project,keywords,[],0
Anthropocene Campus Melbourne,4988,2019-01-01T13:47:47,Critical materials,project,keywords,"['the past decade', 'four-day', 'September 3-6, 2018']",3
Anthropocene Campus Melbourne,4988,2019-01-01T13:47:47,Epistemology,project,keywords,"['the past decade', 'four-day', 'September 3-6, 2018']",3
Anthropocene Campus Melbourne,4988,2019-01-01T13:47:47,Knowledge production,project,keywords,"['the past decade', 'four-day', 'September 3-6, 2018']",3
Anthropocene Campus Melbourne,4988,2019-01-01T13:47:47,Knowledge transformation,project,keywords,"['the past decade', 'four-day', 'September 3-6, 2018']",3
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,Climate change,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,Disaster,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,Environmental Justice,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,Epistemology,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,History,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,Human-environment relations,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,Infrastructure,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,Scenario,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Philadelphia,4982,2017-10-22T13:00:30,Technoscience,project,keywords,"['October 2017', 'a full day']",2
Anthropocene Campus Venice 2021,28682,2020-09-28T09:23:16,Adaptation,project,keywords,['a full week'],1
Anthropocene Campus Venice 2021,28682,2020-09-28T09:23:16,Climate change,project,keywords,['a full week'],1
Anthropocene Campus Venice 2021,28682,2020-09-28T09:23:16,Flood,project,keywords,['a full week'],1
Anthropocene Campus Venice 2021,28682,2020-09-28T09:23:16,Human-environment relations,project,keywords,['a full week'],1
Anthropocene Campus Venice 2021,28682,2020-09-28T09:23:16,Risk,project,keywords,['a full week'],1
Anthropocene Campus Venice 2021,28682,2020-09-28T09:23:16,Water,project,keywords,['a full week'],1
Anthropocene East Asia,4965,2017-01-01T14:01:50,Epistemology,project,keywords,['2016'],1
Anthropocene East Asia,4965,2017-01-01T14:01:50,Naturecultures,project,keywords,['2016'],1
Anthropocene India,4962,2018-08-26T13:13:26,Human-environment relations,project,keywords,['today'],1
Anthropocene India,4962,2018-08-26T13:13:26,Naturecultures,project,keywords,['today'],1
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Agency,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Commodities,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Disaster,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Disciplinarity,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Economy,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Education,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Energy,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Engagement,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Engineering,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Epistemology,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Ethics,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Flood,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,History,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Ocean,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Socio-ecological design,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Urbanism,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Campus: The Human Delta,3396,2019-08-21T14:00:47,Water,project,keywords,"['week-long', 'November 2019']",2
Anthropocene River Journey,2775,2019-08-20T17:14:01,Education,project,keywords,"['September to November 2019', 'eighty-day']",2
Anthropocene River Journey,2775,2019-08-20T17:14:01,Embodiment,project,keywords,"['September to November 2019', 'eighty-day']",2
Anthropocene River Journey,2775,2019-08-20T17:14:01,Engagement,project,keywords,"['September to November 2019', 'eighty-day']",2
Anthropocene River Journey,2775,2019-08-20T17:14:01,Water,project,keywords,"['September to November 2019', 'eighty-day']",2
Anthropocene River School,2785,2019-08-20T17:38:48,Ecology,project,keywords,[],0
Anthropocene River School,2785,2019-08-20T17:38:48,Education,project,keywords,[],0
Anthropocene River School,2785,2019-08-20T17:38:48,Infrastructure,project,keywords,[],0
Anthropocene River School,2785,2019-08-20T17:38:48,Knowledge infrastructure,project,keywords,[],0
Anthropocene River School,2785,2019-08-20T17:38:48,Water,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Anthropos,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Calculation,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Climate change,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Consensus,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Deep time,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Holocene,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Knowledge infrastructure,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Model,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Pollution,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Radioactivity,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Scale,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Statigraphy,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Technoscience,project,keywords,[],0
Anthropocene Working Group,3457,2019-08-21T17:22:52,Time,project,keywords,[],0
Seminar: Axiomatic Earth,17516,2016-04-23T08:45:58,Mechanosphere,project,keywords,"['April 14, 2016']",1
Seminar: Axiomatic Earth,17516,2016-04-23T08:45:58,Technoscience,project,keywords,"['April 14, 2016']",1
Before I Know You,3485,2019-08-22T09:17:05,Agriculture,project,keywords,[],0
Before I Know You,3485,2019-08-22T09:17:05,Ecology,project,keywords,[],0
Before I Know You,3485,2019-08-22T09:17:05,Energy,project,keywords,[],0
Before I Know You,3485,2019-08-22T09:17:05,History,project,keywords,[],0
Before I Know You,3485,2019-08-22T09:17:05,Imaginary,project,keywords,[],0
Before I Know You,3485,2019-08-22T09:17:05,Pollution,project,keywords,[],0
Before I Know You,3485,2019-08-22T09:17:05,Sedimentation,project,keywords,[],0
Before I Know You,3485,2019-08-22T09:17:05,Speculative,project,keywords,[],0
Before I Know You,3485,2019-08-22T09:17:05,Water,project,keywords,[],0
Beyond Property,21259,2020-03-10T10:27:34,Human-environment relations,project,keywords,['centuries'],1
Beyond Property,21259,2020-03-10T10:27:34,Settler Colonialism,project,keywords,['centuries'],1
Born Secret,2753,2019-08-20T16:40:58,Energy,project,keywords,[],0
Born Secret,2753,2019-08-20T16:40:58,Imaginary,project,keywords,[],0
Born Secret,2753,2019-08-20T16:40:58,Radioactivity,project,keywords,[],0
Born Secret,2753,2019-08-20T16:40:58,Sedimentation,project,keywords,[],0
Born Secret,2753,2019-08-20T16:40:58,Speculative,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Capitalism,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Economy,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Environmental Justice,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Equality,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Local knowledge,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Race,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Spatial,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Urbanism,project,keywords,[],0
Broadcasting Live from… Field Station 5,2773,2019-08-20T17:12:59,Water,project,keywords,[],0
Conference: State of Nature in India,24825,2018-08-26T13:49:50,Human-animal relations,project,keywords,[],0
Conference: State of Nature in India,24825,2018-08-26T13:49:50,Naturecultures,project,keywords,[],0
Contesting the De-industrial Futures of the Upper Mississippi,2704,2019-08-20T12:21:16,Capitalism,project,keywords,[],0
Contesting the De-industrial Futures of the Upper Mississippi,2704,2019-08-20T12:21:16,Engineering,project,keywords,[],0
Contesting the De-industrial Futures of the Upper Mississippi,2704,2019-08-20T12:21:16,Human-environment relations,project,keywords,[],0
Contesting the De-industrial Futures of the Upper Mississippi,2704,2019-08-20T12:21:16,Urbanism,project,keywords,[],0
Contesting the De-industrial Futures of the Upper Mississippi,2704,2019-08-20T12:21:16,Water,project,keywords,[],0
Conversations,11633,2018-11-07T14:45:31,Epistemology,project,keywords,[],0
Conversations,11633,2018-11-07T14:45:31,Representation,project,keywords,[],0
Data Sensing,2779,2019-08-20T17:22:53,Big data,project,keywords,[],0
Data Sensing,2779,2019-08-20T17:22:53,Data,project,keywords,[],0
Data Sensing,2779,2019-08-20T17:22:53,Epistemology,project,keywords,[],0
Data Sensing,2779,2019-08-20T17:22:53,Knowledge infrastructure,project,keywords,[],0
Data Sensing,2779,2019-08-20T17:22:53,Technoscience,project,keywords,[],0
Data Sensing,2779,2019-08-20T17:22:53,Water,project,keywords,[],0
Deconstructing Fences,23331,2014-11-23T09:34:56,Human-environment relations,project,keywords,['2014'],1
Deconstructing Fences,23331,2014-11-23T09:34:56,Knowledge infrastructure,project,keywords,['2014'],1
Deconstructing Fences,23331,2014-11-23T09:34:56,Naturecultures,project,keywords,['2014'],1
Deep Time Chicago,4955,2017-01-01T14:35:57,Deep time,project,keywords,['2016'],1
Deep Time Chicago,4955,2017-01-01T14:35:57,Ecology,project,keywords,['2016'],1
After the Industrial River: Essay Collection,17150,2020-02-10T13:58:12,History,project,keywords,"['1863', 'the twenty-first century', '2015', 'October 22, 2019', '2017', 'between 1880 and 1907', '1910', 'Today', 'the 1850s', 'fifty years', 'the twentieth century', 'Today', 'today', 'today', 'mid-nineteenth-century']",15
After the Industrial River: Essay Collection,17150,2020-02-10T13:58:12,Human-environment relations,project,keywords,"['1863', 'the twenty-first century', '2015', 'October 22, 2019', '2017', 'between 1880 and 1907', '1910', 'Today', 'the 1850s', 'fifty years', 'the twentieth century', 'Today', 'today', 'today', 'mid-nineteenth-century']",15
After the Industrial River: Essay Collection,17150,2020-02-10T13:58:12,Infrastructure,project,keywords,"['1863', 'the twenty-first century', '2015', 'October 22, 2019', '2017', 'between 1880 and 1907', '1910', 'Today', 'the 1850s', 'fifty years', 'the twentieth century', 'Today', 'today', 'today', 'mid-nineteenth-century']",15
After the Industrial River: Essay Collection,17150,2020-02-10T13:58:12,Model,project,keywords,"['1863', 'the twenty-first century', '2015', 'October 22, 2019', '2017', 'between 1880 and 1907', '1910', 'Today', 'the 1850s', 'fifty years', 'the twentieth century', 'Today', 'today', 'today', 'mid-nineteenth-century']",15
After the Industrial River: Essay Collection,17150,2020-02-10T13:58:12,Waste,project,keywords,"['1863', 'the twenty-first century', '2015', 'October 22, 2019', '2017', 'between 1880 and 1907', '1910', 'Today', 'the 1850s', 'fifty years', 'the twentieth century', 'Today', 'today', 'today', 'mid-nineteenth-century']",15
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Aesthetics,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Capitalism,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Engineering,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Environmental Justice,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Governance,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Infrastructure,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Local knowledge,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Sedimentation,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Settler Colonialism,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Violence,project,keywords,['almost two centuries'],1
"Field Station 1: Sediment, Settlement, Sentiment",1247,2019-08-17T19:04:42,Water,project,keywords,['almost two centuries'],1
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Agriculture,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Anthropology,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Capitalism,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Commodities,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Ecology,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Environmental Justice,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,History,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Indigenous Rights,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Landscape,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Local knowledge,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Settler Colonialism,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Sustainability,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Topography,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Violence,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 2: Anthropocene Drift,581,2019-08-09T08:25:53,Water,project,keywords,"['the beginning of the 20th century', '21st century']",2
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Agriculture,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Anthropology,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Capitalism,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Deep time,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Environmental Justice,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Epistemology,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,History,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Human-animal relations,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Human-environment relations,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Infrastructure,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Local knowledge,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Time,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Urbanism,project,keywords,[],0
Field Station 3: Anthropocene Vernacular,2712,2019-08-20T12:29:10,Water,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Capitalism,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Ecology,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Energy,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Engineering,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Geo-engineering,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Habits,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Human-animal relations,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Radioactivity,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Socio-ecological design,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Waste,project,keywords,[],0
Field Station 4: Confluence Ecologies,1393,2019-08-19T12:54:58,Water,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Capitalism,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Commodities,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Economy,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Embodiment,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Environmental Justice,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,History,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Knowledge infrastructure,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Plantation,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Race,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Spatial,project,keywords,[],0
"Field Station 5: Place, Space &#038; Relations of Belongings",2769,2019-08-20T17:10:32,Violence,project,keywords,[],0
Field Stations,579,2019-08-09T08:12:06,Ecology,project,keywords,['a year'],1
Field Stations,579,2019-08-09T08:12:06,Local knowledge,project,keywords,['a year'],1
Field Stations,579,2019-08-09T08:12:06,Water,project,keywords,['a year'],1
Field Trips,11803,2019-01-01T16:43:19,Education,project,keywords,[],0
Field Trips,11803,2019-01-01T16:43:19,Knowledge transformation,project,keywords,[],0
An Aesthetics of Displacement,2708,2019-08-20T12:24:32,Aesthetics,project,keywords,['the past six months'],1
An Aesthetics of Displacement,2708,2019-08-20T12:24:32,Environmental Justice,project,keywords,['the past six months'],1
An Aesthetics of Displacement,2708,2019-08-20T12:24:32,Human-environment relations,project,keywords,['the past six months'],1
An Aesthetics of Displacement,2708,2019-08-20T12:24:32,Water,project,keywords,['the past six months'],1
From Plantations to Petrochemicals,3493,2019-08-22T09:41:55,Agriculture,project,keywords,[],0
From Plantations to Petrochemicals,3493,2019-08-22T09:41:55,Capitalism,project,keywords,[],0
From Plantations to Petrochemicals,3493,2019-08-22T09:41:55,Commodities,project,keywords,[],0
From Plantations to Petrochemicals,3493,2019-08-22T09:41:55,Degradation,project,keywords,[],0
From Plantations to Petrochemicals,3493,2019-08-22T09:41:55,Economy,project,keywords,[],0
From Plantations to Petrochemicals,3493,2019-08-22T09:41:55,Energy,project,keywords,[],0
From Plantations to Petrochemicals,3493,2019-08-22T09:41:55,History,project,keywords,[],0
From Plantations to Petrochemicals,3493,2019-08-22T09:41:55,Pollution,project,keywords,[],0
From Valuing Nature to Reclaiming Resources,23224,2014-11-23T15:55:10,Biosphere,project,keywords,['1910'],1
From Valuing Nature to Reclaiming Resources,23224,2014-11-23T15:55:10,Capitalism,project,keywords,['1910'],1
From Valuing Nature to Reclaiming Resources,23224,2014-11-23T15:55:10,Economy,project,keywords,['1910'],1
From Valuing Nature to Reclaiming Resources,23224,2014-11-23T15:55:10,Future,project,keywords,['1910'],1
Seminar: Geo-Politics,20749,2014-11-23T16:00:48,Human-environment relations,project,keywords,[],0
Seminar: Geo-Politics,20749,2014-11-23T16:00:48,Violence,project,keywords,[],0
Hopium Economy,2755,2019-08-20T16:43:01,Capitalism,project,keywords,[],0
Hopium Economy,2755,2019-08-20T16:43:01,Care,project,keywords,[],0
Hopium Economy,2755,2019-08-20T16:43:01,Energy,project,keywords,[],0
Hopium Economy,2755,2019-08-20T16:43:01,Habits,project,keywords,[],0
Images of the Anthropocene,24069,2014-11-23T15:14:55,Aesthetics,project,keywords,[],0
Images of the Anthropocene,24069,2014-11-23T15:14:55,Anthropos,project,keywords,[],0
Images of the Anthropocene,24069,2014-11-23T15:14:55,Representation,project,keywords,[],0
Images of the Anthropocene,24069,2014-11-23T15:14:55,Time,project,keywords,[],0
Territories—Watersheds—Infrastructures,2747,2019-08-20T16:38:29,Agency,project,keywords,[],0
Territories—Watersheds—Infrastructures,2747,2019-08-20T16:38:29,Governance,project,keywords,[],0
Territories—Watersheds—Infrastructures,2747,2019-08-20T16:38:29,Infrastructure,project,keywords,[],0
Territories—Watersheds—Infrastructures,2747,2019-08-20T16:38:29,Scale,project,keywords,[],0
Territories—Watersheds—Infrastructures,2747,2019-08-20T16:38:29,Speculative,project,keywords,[],0
Territories—Watersheds—Infrastructures,2747,2019-08-20T16:38:29,Urbanism,project,keywords,[],0
Infrastructural Nature,3488,2019-08-22T09:26:24,Human-environment relations,project,keywords,"['2005', '2017', 'decades', '2017']",4
Infrastructural Nature,3488,2019-08-22T09:26:24,Infrastructure,project,keywords,"['2005', '2017', 'decades', '2017']",4
Infrastructural Nature,3488,2019-08-22T09:26:24,Resilience,project,keywords,"['2005', '2017', 'decades', '2017']",4
Inheritance,2757,2019-09-09T11:00:55,Carbon,project,keywords,[],0
Inheritance,2757,2019-09-09T11:00:55,Deep time,project,keywords,[],0
Inheritance,2757,2019-09-09T11:00:55,Mining,project,keywords,[],0
Inheritance,2757,2019-09-09T11:00:55,Water,project,keywords,[],0
Kick-off Anthropocene River Journey,2777,2019-08-20T17:15:21,Energy,project,keywords,['27 to 29 August 2019'],1
Kick-off Anthropocene River Journey,2777,2019-08-20T17:15:21,History,project,keywords,['27 to 29 August 2019'],1
Kick-off Anthropocene River Journey,2777,2019-08-20T17:15:21,Infrastructure,project,keywords,['27 to 29 August 2019'],1
Kick-off Anthropocene River Journey,2777,2019-08-20T17:15:21,Local knowledge,project,keywords,['27 to 29 August 2019'],1
Kick-off Anthropocene River Journey,2777,2019-08-20T17:15:21,Water,project,keywords,['27 to 29 August 2019'],1
Seminar: Knowing (in) the Anthropocene,18200,2016-04-23T13:35:44,Care,project,keywords,"['April 17, 2016']",1
Seminar: Knowing (in) the Anthropocene,18200,2016-04-23T13:35:44,Data,project,keywords,"['April 17, 2016']",1
Seminar: Knowing (in) the Anthropocene,18200,2016-04-23T13:35:44,Epistemology,project,keywords,"['April 17, 2016']",1
Seminar: Knowing (in) the Anthropocene,18200,2016-04-23T13:35:44,Games,project,keywords,"['April 17, 2016']",1
Seminar: Knowing (in) the Anthropocene,18200,2016-04-23T13:35:44,Habits,project,keywords,"['April 17, 2016']",1
Seminar: Knowing (in) the Anthropocene,18200,2016-04-23T13:35:44,Knowledge transformation,project,keywords,"['April 17, 2016']",1
Seminar: Knowing (in) the Anthropocene,18200,2016-04-23T13:35:44,Modernity,project,keywords,"['April 17, 2016']",1
